Acc,SAR,Dataset,Algorithm,runTime,CPUtime,usedMemory
61.77,21.1,FICA4RedWhiteWine,KStar,397619,1232.70654,80.05283
44.76,15.36,FICA4RedWhiteWine,LWL,110282,1343.02686,156.14014
44.45,15.25,FICA4RedWhiteWine,BayesNet,205,1343.23767,225.14145
43.13,14.79,FICA4RedWhiteWine,NaiveBayes,105,1343.36633,309.45154
43.13,14.79,FICA4RedWhiteWine,NaiveBayesUpdateable,103,1343.48499,386.09717
44.59,15.3,FICA4RedWhiteWine,AdaBoostM1,136,1343.62415,57.49156
54.84,18.76,FICA4RedWhiteWine,Bagging,4364,1347.99243,397.79059
43.65,14.95,FICA4RedWhiteWine,Stacking,100,1348.0896,77.20613
48.93,16.76,FICA4RedWhiteWine,LogitBoost,4890,1352.89026,395.31705
43.65,14.95,FICA4RedWhiteWine,Vote,14,1352.90894,411.04254
46.25,15.86,FICA4RedWhiteWine,DecisionTable,1041,1353.94348,455.02713
47.08,16.11,FICA4RedWhiteWine,JRip,6365,1360.29883,286.09973
46.5,15.89,FICA4RedWhiteWine,OneR,88,1360.39087,327.54565
43.65,14.95,FICA4RedWhiteWine,ZeroR,8,1360.40332,327.54565
49.42,16.92,FICA4RedWhiteWine,PART,22819,1383.22095,152.35486
59.09,20.2,FICA4RedWhiteWine,RandomCommittee,6275,1389.48279,222.02325
50.05,17.13,FICA4RedWhiteWine,J48,2350,1391.81763,120.83889
49.24,16.86,FICA4RedWhiteWine,LMT,73788,1465.51599,556.91132
61.03,20.85,FICA4RedWhiteWine,RandomForest,40899,1506.21716,126.23732
56.12,19.15,FICA4RedWhiteWine,RandomTree,593,1506.8125,243.57492
50.33,17.23,FICA4RedWhiteWine,REPTree,489,1507.30505,360.97519
68.99,23.46,FICA4SensorDiscrimination,DecisionStump,30,1507.34265,372.70816
42.81,14.56,FICA4SensorDiscrimination,LibSVM,6285,1513.62976,607.48969
97.11,32.99,FICA4SensorDiscrimination,MultilayerPerceptron,16321,1529.96753,619.22266
95.25,32.36,FICA4SensorDiscrimination,Logistic,866,1530.81299,149.83185
94.71,32.18,FICA4SensorDiscrimination,SimpleLogistic,7275,1538.01941,292.62491
93.22,31.63,FICA4SensorDiscrimination,SMO,375,1538.38696,231.47714
98.1,33.33,FICA4SensorDiscrimination,IBk,310,1538.69763,239.89182
97.56,33.15,FICA4SensorDiscrimination,KStar,49247,1587.91382,508.55191
84.36,28.67,FICA4SensorDiscrimination,LWL,9946,1597.82861,396.81039
92.13,31.31,FICA4SensorDiscrimination,BayesNet,89,1597.90991,417.5863
92.41,31.4,FICA4SensorDiscrimination,NaiveBayes,27,1597.93799,438.3623
92.41,31.4,FICA4SensorDiscrimination,NaiveBayesUpdateable,28,1597.9563,448.75024
77.62,26.4,FICA4SensorDiscrimination,AdaBoostM1,406,1598.3728,542.24933
97.24,33.04,FICA4SensorDiscrimination,Bagging,552,1598.90173,158.60233
42.81,14.62,FICA4SensorDiscrimination,Stacking,26,1598.93091,179.74768
95.57,32.47,FICA4SensorDiscrimination,LogitBoost,635,1599.55994,456.60266
42.81,14.62,FICA4SensorDiscrimination,Vote,5,1599.56689,456.60266
93.26,31.68,FICA4SensorDiscrimination,DecisionTable,402,1599.9718,583.47479
96.97,32.94,FICA4SensorDiscrimination,JRip,1107,1601.06348,513.30194
73.74,25.04,FICA4SensorDiscrimination,OneR,28,1601.09192,533.11511
42.81,14.62,FICA4SensorDiscrimination,ZeroR,4,1601.09558,533.11511
96.88,32.91,FICA4SensorDiscrimination,PART,249,1601.34583,562.83496
97.56,33.15,FICA4SensorDiscrimination,RandomCommittee,773,1602.10205,157.83005
96.66,32.83,FICA4SensorDiscrimination,J48,172,1602.27478,188.79257
96.97,32.94,FICA4SensorDiscrimination,LMT,34578,1636.81018,504.77307
97.79,33.22,FICA4SensorDiscrimination,RandomForest,4979,1641.77588,342.97415
96.34,32.72,FICA4SensorDiscrimination,RandomTree,78,1641.86536,354.23105
96.02,32.62,FICA4SensorDiscrimination,REPTree,55,1641.92224,376.74435
69,23.5,FICA4splice,DecisionStump,40,1641.96875,388.0098
51.88,17.6,FICA4splice,LibSVM,11175,1653.151,244.26575
92.51,31.43,FICA4splice,MultilayerPerceptron,23481,1676.65234,266.77487
92.51,31.43,FICA4splice,Logistic,1351,1677.99609,446.84711
92.45,31.41,FICA4splice,SimpleLogistic,6781,1684.77771,483.26514
92.66,31.44,FICA4splice,SMO,330,1685.10229,396.45639
90.88,30.85,FICA4splice,IBk,873,1685.97876,406.84958
92.92,31.57,FICA4splice,KStar,90480,1776.50024,718.87274
89.18,30.28,FICA4splice,LWL,19082,1795.56897,245.22479
91.32,31.03,FICA4splice,BayesNet,96,1795.67737,270.1799
85.42,29.04,FICA4splice,NaiveBayes,53,1795.73572,295.14594
85.42,29.04,FICA4splice,NaiveBayesUpdateable,40,1795.76758,320.10114
89.53,30.4,FICA4splice,AdaBoostM1,621,1796.39954,469.87555
92.29,31.36,FICA4splice,Bagging,816,1797.20752,707.05994
51.88,17.64,FICA4splice,Stacking,40,1797.25952,740.41644
91.91,31.23,FICA4splice,LogitBoost,953,1798.19922,485.64685
51.88,17.64,FICA4splice,Vote,8,1798.20764,485.64685
91.57,31.11,FICA4splice,DecisionTable,438,1798.64832,649.29388
91.79,31.17,FICA4splice,JRip,2737,1801.37622,606.96252
70.66,24,FICA4splice,OneR,36,1801.41443,631.16687
51.88,17.64,FICA4splice,ZeroR,3,1801.41943,631.16687
91.5,31.09,FICA4splice,PART,425,1801.84595,679.58551
91.69,31.15,FICA4splice,RandomCommittee,1240,1803.07654,280.53256
92.01,31.25,FICA4splice,J48,222,1803.30872,317.34943
92.63,31.48,FICA4splice,LMT,21482,1824.78381,650.28693
93.13,31.64,FICA4splice,RandomForest,8051,1832.82629,276.97586
89.94,30.53,FICA4splice,RandomTree,149,1832.97705,302.83643
91.35,31.03,FICA4splice,REPTree,84,1833.06348,328.7002
91.27,30.93,FICA4page-blocks,DecisionStump,75,1833.15125,341.62939
89.77,30.36,FICA4page-blocks,LibSVM,8110,1841.2688,691.07776
94.94,32.26,FICA4page-blocks,MultilayerPerceptron,62052,1903.36401,729.86536
95.45,32.43,FICA4page-blocks,Logistic,4668,1908.04529,579.42963
95.43,32.43,FICA4page-blocks,SimpleLogistic,23783,1931.79492,575.81055
91.59,30.96,FICA4page-blocks,SMO,773,1932.54614,286.65729
95.91,32.55,FICA4page-blocks,IBk,2177,1934.71655,297.73837
96.47,32.78,FICA4page-blocks,KStar,285185,2220.07861,348.25586
91.27,31,FICA4page-blocks,LWL,73907,2294.02246,313.16357
93.9,31.91,FICA4page-blocks,BayesNet,232,2294.25928,378.83829
90.06,30.6,FICA4page-blocks,NaiveBayes,79,2294.34546,431.37811
90.06,30.6,FICA4page-blocks,NaiveBayesUpdateable,80,2294.43164,483.9556
91.27,30.99,FICA4page-blocks,AdaBoostM1,560,2294.98462,602.18896
96.58,32.82,FICA4page-blocks,Bagging,1972,2296.9707,405.35687
89.77,30.36,FICA4page-blocks,Stacking,80,2297.05225,457.91351
95.78,32.55,FICA4page-blocks,LogitBoost,2877,2299.91138,567.60583
89.77,30.36,FICA4page-blocks,Vote,12,2299.92651,580.39252
94.81,32.21,FICA4page-blocks,DecisionTable,1032,2300.95923,278.66937
96.38,32.72,FICA4page-blocks,JRip,7237,2308.17285,780.93835
91.54,31.02,FICA4page-blocks,OneR,72,2308.25415,155.33844
89.77,30.36,FICA4page-blocks,ZeroR,8,2308.25366,168.40759
96.09,32.64,FICA4page-blocks,PART,877,2309.14136,246.88132
96.36,32.74,FICA4page-blocks,RandomCommittee,3471,2312.61914,691.47467
96,32.61,FICA4page-blocks,J48,657,2313.2749,144.10393
96.33,32.73,FICA4page-blocks,LMT,146073,2459.32617,277.49982
97.04,32.98,FICA4page-blocks,RandomForest,20829,2480.16064,607.13782
95.56,32.44,FICA4page-blocks,RandomTree,332,2480.48853,659.86859
96.07,32.64,FICA4page-blocks,REPTree,205,2480.69678,699.4231
72.78,24.69,FICA4spect-full,DecisionStump,3,2480.71191,699.4231
72.78,24.59,FICA4spect-full,LibSVM,163,2480.87744,712.59259
77.92,26.47,FICA4spect-full,MultilayerPerceptron,2159,2483.03882,712.59259
79.09,26.86,FICA4spect-full,Logistic,39,2483.07837,725.76208
77.66,26.38,FICA4spect-full,SimpleLogistic,527,2483.60107,238.86917
72.78,24.59,FICA4spect-full,SMO,48,2483.65112,383.832
90.26,30.62,FICA4spect-full,IBk,17,2483.66895,383.832
88,29.89,FICA4spect-full,KStar,961,2484.62134,436.51263
72.78,24.74,FICA4spect-full,LWL,181,2484.81372,462.85284
71.34,24.26,FICA4spect-full,BayesNet,10,2484.82422,462.85284
71.63,24.34,FICA4spect-full,NaiveBayes,5,2484.8291,462.85284
71.63,24.34,FICA4spect-full,NaiveBayesUpdateable,5,2484.83496,476.02237
72.5,24.64,FICA4spect-full,AdaBoostM1,82,2484.91772,489.19427
82.55,28.04,FICA4spect-full,Bagging,67,2484.98633,515.53485
72.78,24.61,FICA4spect-full,Stacking,6,2484.99243,515.53485
78.23,26.58,FICA4spect-full,LogitBoost,50,2485.03491,659.91364
72.78,24.61,FICA4spect-full,Vote,1,2485.03687,659.91364
72.78,24.61,FICA4spect-full,DecisionTable,44,2485.08179,686.25262
80.24,27.2,FICA4spect-full,JRip,101,2485.18408,725.76196
73.66,24.93,FICA4spect-full,OneR,4,2485.18848,725.76196
72.78,24.61,FICA4spect-full,ZeroR,0,2485.18994,725.76196
71.94,24.44,FICA4spect-full,PART,15,2485.20508,725.76196
88.82,30.15,FICA4spect-full,RandomCommittee,104,2485.30957,752.10217
71.37,24.24,FICA4spect-full,J48,11,2485.31152,765.27167
77.36,26.27,FICA4spect-full,LMT,974,2486.29443,403.38696
89.12,30.26,FICA4spect-full,RandomForest,679,2486.97485,594.37598
89.66,30.42,FICA4spect-full,RandomTree,10,2486.9856,594.37598
78.24,26.54,FICA4spect-full,REPTree,7,2486.99316,594.37598
93.88,31.81,FICA4sick,DecisionStump,46,2487.04736,605.60962
93.88,31.71,FICA4sick,LibSVM,2774,2489.82446,751.70465
94.94,32.22,FICA4sick,MultilayerPerceptron,22856,2512.70239,762.93823
94.59,32.1,FICA4sick,Logistic,542,2513.24243,216.37122
94.54,32.08,FICA4sick,SimpleLogistic,4876,2518.11377,425.66797
93.88,31.71,FICA4sick,SMO,210,2518.3269,595.82849
93.77,31.75,FICA4sick,IBk,824,2519.1521,608.49506
94.25,31.99,FICA4sick,KStar,141353,2660.5769,227.88913
93.88,31.85,FICA4sick,LWL,26585,2687.16748,397.99933
92.21,31.28,FICA4sick,BayesNet,100,2687.26782,435.75931
89.95,30.52,FICA4sick,NaiveBayes,40,2687.31128,458.40717
89.95,30.52,FICA4sick,NaiveBayesUpdateable,40,2687.34375,473.50574
93.8,31.83,FICA4sick,AdaBoostM1,762,2688.11475,257.25079
94.64,32.12,FICA4sick,Bagging,950,2689.05225,154.78256
93.88,31.71,FICA4sick,Stacking,47,2689.11035,189.88718
94.43,32.04,FICA4sick,LogitBoost,445,2689.55176,372.6098
93.88,31.71,FICA4sick,Vote,9,2689.56128,379.62839
94.27,31.98,FICA4sick,DecisionTable,438,2689.99805,209.32536
94.54,32,FICA4sick,JRip,1053,2691.04907,243.14441
94.27,31.89,FICA4sick,OneR,45,2691.09595,263.332
93.88,31.71,FICA4sick,ZeroR,2,2691.10132,270.06119
94.43,32.02,FICA4sick,PART,281,2691.37451,296.99756
94.35,31.99,FICA4sick,RandomCommittee,1533,2692.91455,191.34082
94.59,32.05,FICA4sick,J48,216,2693.12207,212.76932
94.86,32.19,FICA4sick,LMT,11324,2704.43726,438.7131
94.94,32.22,FICA4sick,RandomForest,9538,2713.9624,620.96332
93,31.47,FICA4sick,RandomTree,149,2714.11304,642.57776
94.46,32.01,FICA4sick,REPTree,130,2714.25488,672.08203
15.96,5.77,FICA4vowel,DecisionStump,15,2714.26318,672.08203
19.29,6.82,FICA4vowel,LibSVM,2108,2716.35522,240.61607
44.14,15.24,FICA4vowel,MultilayerPerceptron,27005,2743.38647,250.99684
19.09,6.86,FICA4vowel,Logistic,2652,2746.04102,500.13708
18.69,6.72,FICA4vowel,SimpleLogistic,5301,2751.34253,502.26321
20.71,7.38,FICA4vowel,SMO,2251,2753.52783,620.11926
87.78,29.85,FICA4vowel,IBk,59,2753.58838,623.29663
84.65,28.83,FICA4vowel,KStar,9250,2762.84912,348.54297
24.14,8.55,FICA4vowel,LWL,3574,2766.42773,548.01715
34.44,12,FICA4vowel,BayesNet,39,2766.46826,560.56708
27.07,9.53,FICA4vowel,NaiveBayes,24,2766.49414,584.09802
27.07,9.53,FICA4vowel,NaiveBayesUpdateable,20,2766.51733,609.20099
15.96,5.77,FICA4vowel,AdaBoostM1,26,2766.54541,620.18536
65.76,22.5,FICA4vowel,Bagging,433,2766.98022,763.01086
9.09,3.43,FICA4vowel,Stacking,16,2766.99707,775.5639
44.04,15.22,FICA4vowel,LogitBoost,993,2767.97363,528.28223
9.09,3.43,FICA4vowel,Vote,4,2767.97852,528.28223
35.56,12.37,FICA4vowel,DecisionTable,242,2768.22144,628.02258
43.74,15.09,FICA4vowel,JRip,2343,2770.56543,290.97772
24.85,8.69,FICA4vowel,OneR,20,2770.59009,300.40161
9.09,3.43,FICA4vowel,ZeroR,1,2770.59546,300.40161
63.13,21.58,FICA4vowel,PART,914,2771.50171,413.50012
73.43,25.07,FICA4vowel,RandomCommittee,682,2772.19604,564.28345
66.97,22.87,FICA4vowel,J48,186,2772.38525,620.82739
71.31,24.34,FICA4vowel,LMT,17805,2790.19336,793.73541
78.48,26.76,FICA4vowel,RandomForest,4287,2794.46631,524.2135
67.27,22.95,FICA4vowel,RandomTree,62,2794.54126,537.28625
52.22,17.95,FICA4vowel,REPTree,46,2794.59155,550.36346
Acc,SAR,Dataset,Algorithm,runTime,CPUtime,usedMemory
20.5,7.31,FICA4pendigits,DecisionStump,227,2794.85278,589.58154
19.51,6.89,FICA4pendigits,LibSVM,215064,3009.77563,383.06378
83.83,28.54,FICA4pendigits,MultilayerPerceptron,276934,3286.94141,461.0874
74.94,25.57,FICA4pendigits,Logistic,29541,3316.46899,373.13742
74.94,25.57,FICA4pendigits,SimpleLogistic,76224,3392.43677,142.23679
80.35,27.35,FICA4pendigits,SMO,6359,3398.75586,270.83893
90.57,30.8,FICA4pendigits,IBk,6682,3405.44263,302.86325
90.27,30.71,FICA4pendigits,KStar,1264693,4669.67285,145.74673
58.7,20.11,FICA4pendigits,LWL,440797,5109.71289,156.23456
76.69,26.16,FICA4pendigits,BayesNet,654,5110.38721,214.08008
73.85,25.21,FICA4pendigits,NaiveBayes,262,5110.66602,198.69283
73.85,25.21,FICA4pendigits,NaiveBayesUpdateable,269,5110.96533,205.04784
20.5,7.31,FICA4pendigits,AdaBoostM1,297,5111.27197,299.30957
89.86,30.58,FICA4pendigits,Bagging,5476,5116.73193,244.04242
10.37,3.86,FICA4pendigits,Stacking,206,5116.94727,368.26141
79.7,27.17,FICA4pendigits,LogitBoost,12357,5129.18701,193.40442
10.37,3.86,FICA4pendigits,Vote,29,5129.23389,213.35129
78.5,26.76,FICA4pendigits,DecisionTable,3610,5132.84863,478.40088
86.49,29.44,FICA4pendigits,JRip,57178,5189.43262,531.90057
31.7,10.98,FICA4pendigits,OneR,171,5189.6123,608.28448
10.37,3.86,FICA4pendigits,ZeroR,21,5189.64014,621.00885
88.1,29.97,FICA4pendigits,PART,12944,5202.59521,398.2449
89.95,30.6,FICA4pendigits,RandomCommittee,8051,5210.6499,369.00671
88.5,30.11,FICA4pendigits,J48,2287,5212.93945,199.41731
90.82,30.9,FICA4pendigits,LMT,434869,5646.53613,339.05237
91.28,31.06,FICA4pendigits,RandomForest,51076,5697.14551,710.48499
87.21,29.66,FICA4pendigits,RandomTree,884,5698.00879,225.0045
87.52,29.78,FICA4pendigits,REPTree,597,5698.61621,349.89087
82.99,28.16,FICA4vote,DecisionStump,4,5698.62207,362.36359
61.38,20.75,FICA4vote,LibSVM,313,5698.93555,374.83777
91.51,31.08,FICA4vote,MultilayerPerceptron,2645,5701.58496,374.83777
93.57,31.78,FICA4vote,Logistic,67,5701.65283,387.31079
93.56,31.77,FICA4vote,SimpleLogistic,512,5702.16895,574.40515
93.56,31.75,FICA4vote,SMO,55,5702.2251,724.21106
88.99,30.19,FICA4vote,IBk,15,5702.24072,724.21106
90.14,30.61,FICA4vote,KStar,1529,5703.77197,799.05054
86.44,29.35,FICA4vote,LWL,409,5704.07275,62.50902
91.49,31.06,FICA4vote,BayesNet,11,5704.08398,62.50902
90.57,30.76,FICA4vote,NaiveBayes,4,5704.08936,62.50902
90.57,30.76,FICA4vote,NaiveBayesUpdateable,5,5704.09473,73.97519
90.12,30.61,FICA4vote,AdaBoostM1,77,5704.17236,85.44133
91.5,31.07,FICA4vote,Bagging,74,5704.23828,119.84183
61.38,20.8,FICA4vote,Stacking,6,5704.24512,119.84183
91.49,31.07,FICA4vote,LogitBoost,60,5704.2959,255.50978
61.38,20.8,FICA4vote,Vote,1,5704.29785,266.97623
91.95,31.21,FICA4vote,DecisionTable,50,5704.34814,278.44235
89.91,30.51,FICA4vote,JRip,83,5704.43213,324.31076
82.07,27.82,FICA4vote,OneR,5,5704.43799,324.31076
61.38,20.8,FICA4vote,ZeroR,0,5704.43896,324.31076
90.6,30.75,FICA4vote,PART,22,5704.4624,324.31076
90.36,30.68,FICA4vote,RandomCommittee,115,5704.57861,347.25082
91.04,30.9,FICA4vote,J48,15,5704.59521,358.71698
93.56,31.77,FICA4vote,LMT,971,5705.56641,60.29583
91.51,31.08,FICA4vote,RandomForest,643,5706.2124,229.12018
89.66,30.41,FICA4vote,RandomTree,8,5706.22217,229.12018
91.04,30.9,FICA4vote,REPTree,7,5706.22998,229.12018
46,15.73,FICA4SWD,DecisionStump,6,5706.23047,239.67137
39.9,13.62,FICA4SWD,LibSVM,1456,5707.69824,302.98859
58.5,19.96,FICA4SWD,MultilayerPerceptron,10120,5717.82666,302.98859
56.7,19.36,FICA4SWD,Logistic,405,5718.2334,355.74463
57.2,19.53,FICA4SWD,SimpleLogistic,2125,5720.354,295.76645
58,19.78,FICA4SWD,SMO,388,5720.73682,111.87534
55.9,19.08,FICA4SWD,IBk,57,5720.7959,111.87534
57.5,19.62,FICA4SWD,KStar,5617,5726.41943,491.41049
45.6,15.63,FICA4SWD,LWL,1072,5727.49414,164.05855
52,17.77,FICA4SWD,BayesNet,21,5727.51611,170.77081
56,19.13,FICA4SWD,NaiveBayes,10,5727.5293,184.19539
56,19.13,FICA4SWD,NaiveBayesUpdateable,10,5727.53174,190.90765
46,15.73,FICA4SWD,AdaBoostM1,17,5727.55957,197.6199
57,19.46,FICA4SWD,Bagging,311,5727.87207,325.16357
39.9,13.66,FICA4SWD,Stacking,12,5727.88623,331.87585
57.1,19.49,FICA4SWD,LogitBoost,318,5728.19873,538.3031
39.9,13.66,FICA4SWD,Vote,2,5728.20117,538.3031
52.3,17.87,FICA4SWD,DecisionTable,140,5728.34082,92.5892
55.5,18.94,FICA4SWD,JRip,451,5728.78418,294.22089
53.5,18.22,FICA4SWD,OneR,7,5728.80322,301.1796
39.9,13.66,FICA4SWD,ZeroR,1,5728.80518,301.1796
54.7,18.68,FICA4SWD,PART,139,5728.93555,328.992
55.9,19.08,FICA4SWD,RandomCommittee,361,5729.30811,440.23169
53.8,18.38,FICA4SWD,J48,62,5729.37109,461.0874
57.2,19.53,FICA4SWD,LMT,5551,5734.91992,435.45959
56.2,19.18,FICA4SWD,RandomForest,2625,5737.54248,425.93704
55.9,19.08,FICA4SWD,RandomTree,33,5737.56689,433.82874
54.7,18.68,FICA4SWD,REPTree,31,5737.60596,40.42852
78.18,26.52,FICA4mushroom,DecisionStump,105,5737.72852,63.63239
52.12,17.64,FICA4mushroom,LibSVM,82588,5820.12012,242.80661
94.58,32.12,FICA4mushroom,MultilayerPerceptron,49273,5869.43652,285.89899
89.43,30.35,FICA4mushroom,Logistic,1428,5870.85596,219.17188
89.43,30.35,FICA4mushroom,SimpleLogistic,11840,5882.59961,410.96329
89.21,30.26,FICA4mushroom,SMO,5060,5887.67236,274.61722
99.68,33.88,FICA4mushroom,IBk,3319,5890.99707,294.48639
99.02,33.64,FICA4mushroom,KStar,643826,6534.4751,130.04019
93.18,31.63,FICA4mushroom,LWL,122616,6656.48584,149.42978
91.78,31.17,FICA4mushroom,BayesNet,355,6656.8291,148.61522
82.74,28.11,FICA4mushroom,NaiveBayes,96,6656.93506,149.46332
82.74,28.11,FICA4mushroom,NaiveBayesUpdateable,95,6657.03223,150.40535
93.27,31.67,FICA4mushroom,AdaBoostM1,1619,6658.625,149.25403
98.73,33.54,FICA4mushroom,Bagging,2292,6660.896,232.96701
51.8,17.6,FICA4mushroom,Stacking,118,6661.02197,203.62656
93.88,31.88,FICA4mushroom,LogitBoost,1017,6662.02393,218.92914
51.8,17.6,FICA4mushroom,Vote,11,6662.03809,229.89554
96.58,32.8,FICA4mushroom,DecisionTable,1594,6663.62012,188.59048
98.09,33.31,FICA4mushroom,JRip,10101,6673.64404,513.28772
84.97,28.81,FICA4mushroom,OneR,92,6673.72852,557.59271
51.8,17.6,FICA4mushroom,ZeroR,10,6673.74951,566.44263
98.29,33.39,FICA4mushroom,PART,1041,6674.79004,225.67773
99.27,33.73,FICA4mushroom,RandomCommittee,2816,6677.60547,190.00467
98.68,33.52,FICA4mushroom,J48,765,6678.37549,329.81348
99.04,33.65,FICA4mushroom,LMT,38793,6717.00391,315.3316
99.38,33.77,FICA4mushroom,RandomForest,18612,6735.55664,248.86917
99,33.63,FICA4mushroom,RandomTree,269,6735.82666,291.5762
98.33,33.4,FICA4mushroom,REPTree,250,6736.07471,191.80115
28.57,10,FICA4segment,DecisionStump,32,6736.11768,200.71902
55.37,18.92,FICA4segment,LibSVM,10328,6746.43066,294.55682
81.21,27.66,FICA4segment,MultilayerPerceptron,36835,6783.30029,308.71231
78.83,26.86,FICA4segment,Logistic,4694,6787.9917,214.54712
78.79,26.85,FICA4segment,SimpleLogistic,12732,6800.66455,186.56903
78.4,26.68,FICA4segment,SMO,1102,6801.72266,546.28711
90.74,30.84,FICA4segment,IBk,302,6802.02734,552.71509
88.66,30.16,FICA4segment,KStar,52228,6854.28809,444.76547
58.96,20.21,FICA4segment,LWL,14343,6868.62695,863.45508
81.99,27.92,FICA4segment,BayesNet,91,6868.73438,886.01599
76.58,26.11,FICA4segment,NaiveBayes,48,6868.78711,254.41638
76.58,26.11,FICA4segment,NaiveBayesUpdateable,40,6868.83301,288.92487
28.57,10,FICA4segment,AdaBoostM1,48,6868.88232,311.93051
87.27,29.7,FICA4segment,Bagging,673,6869.55908,519.00732
14.29,5.15,FICA4segment,Stacking,31,6869.59033,553.51563
85.11,28.97,FICA4segment,LogitBoost,1557,6871.13867,424.01801
14.29,5.15,FICA4segment,Vote,5,6871.14551,424.01801
79.31,27.02,FICA4segment,DecisionTable,453,6871.60059,599.44714
83.77,28.51,FICA4segment,JRip,2570,6874.16455,392.05838
63.64,21.7,FICA4segment,OneR,30,6874.1958,413.28168
14.29,5.15,FICA4segment,ZeroR,4,6874.20117,413.28168
85.8,29.19,FICA4segment,PART,802,6875.00488,508.80612
89.09,30.3,FICA4segment,RandomCommittee,1076,6876.08447,710.43768
87.23,29.67,FICA4segment,J48,300,6876.38477,784.72076
86.93,29.58,FICA4segment,LMT,64884,6941.21875,268.15009
90.69,30.85,FICA4segment,RandomForest,7034,6948.20947,311.47528
86.54,29.42,FICA4segment,RandomTree,105,6948.31592,335.57269
84.59,28.79,FICA4segment,REPTree,78,6948.39551,354.84122
65.34,22.13,FICA4tic-tac-toe,DecisionStump,10,6948.4082,359.65625
65.34,22.09,FICA4tic-tac-toe,LibSVM,959,6949.36816,403.01263
75.37,25.59,FICA4tic-tac-toe,MultilayerPerceptron,5861,6955.23486,407.82779
62.52,21.24,FICA4tic-tac-toe,Logistic,85,6955.32324,427.08798
65.24,22.09,FICA4tic-tac-toe,SimpleLogistic,1158,6956.40479,67.89362
65.34,22.09,FICA4tic-tac-toe,SMO,78,6956.48438,231.23967
89.25,30.26,FICA4tic-tac-toe,IBk,65,6956.5498,231.23967
89.67,30.45,FICA4tic-tac-toe,KStar,8641,6965.18506,61.93397
64.31,21.85,FICA4tic-tac-toe,LWL,1590,6966.78809,242.66486
72.54,24.62,FICA4tic-tac-toe,BayesNet,25,6966.81396,251.47748
62.31,21.17,FICA4tic-tac-toe,NaiveBayes,10,6966.82471,260.29669
62.31,21.17,FICA4tic-tac-toe,NaiveBayesUpdateable,11,6966.82568,13.59667
70.56,23.94,FICA4tic-tac-toe,AdaBoostM1,179,6967.01514,54.23453
84.45,28.68,FICA4tic-tac-toe,Bagging,271,6967.28711,144.5762
65.34,22.12,FICA4tic-tac-toe,Stacking,12,6967.30029,158.11993
70.46,23.91,FICA4tic-tac-toe,LogitBoost,113,6967.40527,234.11902
65.34,22.12,FICA4tic-tac-toe,Vote,3,6967.40771,238.63361
71.2,24.16,FICA4tic-tac-toe,DecisionTable,130,6967.53809,42.94158
75.15,25.48,FICA4tic-tac-toe,JRip,579,6968.11768,39.41595
66.49,22.5,FICA4tic-tac-toe,OneR,11,6968.11963,43.69305
65.34,22.12,FICA4tic-tac-toe,ZeroR,1,6968.13135,43.69305
70.45,23.92,FICA4tic-tac-toe,PART,84,6968.21826,56.5271
87.16,29.6,FICA4tic-tac-toe,RandomCommittee,404,6968.62354,142.08125
74.12,25.14,FICA4tic-tac-toe,J48,55,6968.68066,154.91562
75.05,25.46,FICA4tic-tac-toe,LMT,19332,6987.91504,13.29752
89.67,30.45,FICA4tic-tac-toe,RandomForest,2536,6990.44043,67.19633
82.46,27.95,FICA4tic-tac-toe,RandomTree,40,6990.47852,20.89369
77.87,26.43,FICA4tic-tac-toe,REPTree,26,6990.50537,31.08055
