Accuracy,RMSE,Fscore,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,runTime,CPUtime
20.5,0.29,0.07,0.17,0.72,7.31,FICA4pendigits,10992,10,4,DecisionStump,430,680712787
19.51,0.4,0.08,0.13,0.55,6.89,FICA4pendigits,10992,10,4,LibSVM,197674,1.97E+11
83.83,0.16,0.83,0.86,0.94,28.54,FICA4pendigits,10992,10,4,MultilayerPerceptron,230516,4.27E+11
74.94,0.19,0.74,0.78,0.96,25.57,FICA4pendigits,10992,10,4,Logistic,29502,4.56E+11
74.94,0.19,0.74,0.78,0.96,25.57,FICA4pendigits,10992,10,4,SimpleLogistic,74810,5.29E+11
80.35,0.27,0.8,0.75,0.96,27.35,FICA4pendigits,10992,10,4,SMO,7365,5.36E+11
90.57,0.14,0.91,0.83,0.95,30.8,FICA4pendigits,10992,10,4,IBk,6243,5.43E+11
90.27,0.12,0.9,0.96,0.99,30.71,FICA4pendigits,10992,10,4,KStar,1232215,1.77E+12
58.7,0.27,0.51,0.62,0.91,20.11,FICA4pendigits,10992,10,4,LWL,419206,2.19E+12
76.69,0.18,0.77,0.83,0.97,26.16,FICA4pendigits,10992,10,4,BayesNet,901,2.19E+12
73.85,0.19,0.73,0.79,0.96,25.21,FICA4pendigits,10992,10,4,NaiveBayes,407,2.19E+12
73.85,0.19,0.73,0.79,0.96,25.21,FICA4pendigits,10992,10,4,NaiveBayesUpdateable,293,2.19E+12
20.5,0.29,0.07,0.17,0.72,7.31,FICA4pendigits,10992,10,4,AdaBoostM1,287,2.19E+12
89.86,0.12,0.9,0.95,0.99,30.58,FICA4pendigits,10992,10,4,Bagging,5819,2.19E+12
10.37,0.3,0.02,0.1,0.5,3.86,FICA4pendigits,10992,10,4,Stacking,208,2.19E+12
79.7,0.18,0.8,0.85,0.97,27.17,FICA4pendigits,10992,10,4,LogitBoost,13055,2.21E+12
10.37,0.3,0.02,0.1,0.5,3.86,FICA4pendigits,10992,10,4,Vote,44,2.21E+12
78.5,0.2,0.78,0.83,0.97,26.76,FICA4pendigits,10992,10,4,DecisionTable,3563,2.21E+12
86.49,0.15,0.87,0.85,0.97,29.44,FICA4pendigits,10992,10,4,JRip,55191,2.26E+12
31.7,0.37,0.3,0.17,0.62,10.98,FICA4pendigits,10992,10,4,OneR,428,2.26E+12
10.37,0.3,0.02,0.1,0.5,3.86,FICA4pendigits,10992,10,4,ZeroR,20,2.26E+12
88.1,0.14,0.88,0.87,0.97,29.97,FICA4pendigits,10992,10,4,PART,12560,2.28E+12
89.95,0.12,0.9,0.93,0.98,30.6,FICA4pendigits,10992,10,4,RandomCommittee,7717,2.28E+12
88.5,0.14,0.88,0.86,0.96,30.11,FICA4pendigits,10992,10,4,J48,2441,2.29E+12
90.82,0.12,0.91,0.94,0.99,30.9,FICA4pendigits,10992,10,4,LMT,418718,2.70E+12
91.28,0.11,0.91,0.96,0.99,31.06,FICA4pendigits,10992,10,4,RandomForest,48104,2.75E+12
87.21,0.16,0.87,0.78,0.93,29.66,FICA4pendigits,10992,10,4,RandomTree,822,2.75E+12
87.52,0.14,0.87,0.89,0.98,29.78,FICA4pendigits,10992,10,4,REPTree,626,2.75E+12
92.5,0.22,0.89,0.89,0.37,31.22,FICA4sponge,76,3,4,DecisionStump,0,2.75E+12
92.5,0.17,0.89,0.87,0.3,31.21,FICA4sponge,76,3,4,LibSVM,40,2.75E+12
88.39,0.23,0.87,0.96,0.47,29.88,FICA4sponge,76,3,4,MultilayerPerceptron,502,2.75E+12
90.71,0.22,0.91,0.96,0.49,30.66,FICA4sponge,76,3,4,Logistic,133,2.75E+12
92.5,0.44,0.89,0.87,0.3,31.12,FICA4sponge,76,3,4,SimpleLogistic,138,2.75E+12
92.5,0.32,0.89,0.87,0.3,31.16,FICA4sponge,76,3,4,SMO,117,2.75E+12
95,0.13,0.93,0.91,0.4,32.09,FICA4sponge,76,3,4,IBk,2,2.75E+12
95,0.13,0.93,0.96,0.48,32.12,FICA4sponge,76,3,4,KStar,38,2.75E+12
91.25,0.23,0.88,0.93,0.42,30.82,FICA4sponge,76,3,4,LWL,13,2.75E+12
92.5,0.19,0.89,0.87,0.3,31.2,FICA4sponge,76,3,4,BayesNet,7,2.75E+12
93.75,0.16,0.92,0.94,0.45,31.68,FICA4sponge,76,3,4,NaiveBayes,0,2.75E+12
93.75,0.16,0.92,0.94,0.45,31.68,FICA4sponge,76,3,4,NaiveBayesUpdateable,2,2.75E+12
92.5,0.19,0.89,0.95,0.48,31.27,FICA4sponge,76,3,4,AdaBoostM1,31,2.75E+12
92.5,0.2,0.89,0.94,0.47,31.26,FICA4sponge,76,3,4,Bagging,43,2.75E+12
92.5,0.2,0.89,0.87,0.3,31.2,FICA4sponge,76,3,4,Stacking,5,2.75E+12
91.07,0.18,0.89,0.97,0.5,30.8,FICA4sponge,76,3,4,LogitBoost,158,2.75E+12
92.5,0.2,0.89,0.87,0.3,31.2,FICA4sponge,76,3,4,Vote,2,2.75E+12
92.5,0.2,0.89,0.87,0.3,31.2,FICA4sponge,76,3,4,DecisionTable,32,2.75E+12
91.25,0.19,0.88,0.87,0.29,30.78,FICA4sponge,76,3,4,JRip,10,2.75E+12
92.5,0.17,0.9,0.89,0.39,31.24,FICA4sponge,76,3,4,OneR,3,2.75E+12
92.5,0.2,0.89,0.87,0.3,31.2,FICA4sponge,76,3,4,ZeroR,1,2.75E+12
95,0.15,0.93,0.92,0.39,32.08,FICA4sponge,76,3,4,PART,2,2.75E+12
92.32,0.16,0.91,0.95,0.5,31.22,FICA4sponge,76,3,4,RandomCommittee,35,2.75E+12
92.5,0.2,0.89,0.86,0.26,31.19,FICA4sponge,76,3,4,J48,1,2.75E+12
92.5,0.43,0.89,0.87,0.3,31.12,FICA4sponge,76,3,4,LMT,1425,2.75E+12
93.75,0.17,0.91,0.96,0.55,31.71,FICA4sponge,76,3,4,RandomForest,207,2.75E+12
93.57,0.15,0.92,0.92,0.44,31.62,FICA4sponge,76,3,4,RandomTree,1,2.75E+12
89.64,0.22,0.87,0.87,0.3,30.24,FICA4sponge,76,3,4,REPTree,2,2.75E+12
69,0.35,0.62,0.66,0.84,23.5,FICA4splice,3190,3,4,DecisionStump,38,2.75E+12
51.88,0.57,0.35,0.38,0.5,17.6,FICA4splice,3190,3,4,LibSVM,11319,2.76E+12
92.51,0.2,0.93,0.98,0.99,31.43,FICA4splice,3190,3,4,MultilayerPerceptron,21395,2.78E+12
92.51,0.19,0.93,0.98,0.99,31.43,FICA4splice,3190,3,4,Logistic,1382,2.78E+12
92.45,0.19,0.92,0.98,0.99,31.41,FICA4splice,3190,3,4,SimpleLogistic,6494,2.79E+12
92.66,0.3,0.93,0.89,0.95,31.44,FICA4splice,3190,3,4,SMO,305,2.79E+12
90.88,0.25,0.91,0.87,0.93,30.85,FICA4splice,3190,3,4,IBk,707,2.79E+12
92.92,0.19,0.93,0.98,0.99,31.57,FICA4splice,3190,3,4,KStar,88166,2.88E+12
89.18,0.32,0.89,0.94,0.96,30.28,FICA4splice,3190,3,4,LWL,18274,2.90E+12
91.32,0.2,0.91,0.97,0.98,31.03,FICA4splice,3190,3,4,BayesNet,85,2.90E+12
85.42,0.27,0.85,0.96,0.98,29.04,FICA4splice,3190,3,4,NaiveBayes,38,2.90E+12
85.42,0.27,0.85,0.96,0.98,29.04,FICA4splice,3190,3,4,NaiveBayesUpdateable,37,2.90E+12
89.53,0.29,0.89,0.92,0.96,30.4,FICA4splice,3190,3,4,AdaBoostM1,621,2.90E+12
92.29,0.19,0.92,0.97,0.98,31.36,FICA4splice,3190,3,4,Bagging,851,2.90E+12
51.88,0.45,0.35,0.38,0.5,17.64,FICA4splice,3190,3,4,Stacking,40,2.90E+12
91.91,0.2,0.92,0.97,0.98,31.23,FICA4splice,3190,3,4,LogitBoost,957,2.90E+12
51.88,0.45,0.35,0.38,0.5,17.64,FICA4splice,3190,3,4,Vote,7,2.90E+12
91.57,0.21,0.92,0.96,0.98,31.11,FICA4splice,3190,3,4,DecisionTable,430,2.90E+12
91.79,0.22,0.92,0.91,0.95,31.17,FICA4splice,3190,3,4,JRip,2633,2.90E+12
70.66,0.44,0.7,0.62,0.79,24,FICA4splice,3190,3,4,OneR,36,2.90E+12
51.88,0.45,0.35,0.38,0.5,17.64,FICA4splice,3190,3,4,ZeroR,5,2.90E+12
91.5,0.22,0.92,0.94,0.97,31.09,FICA4splice,3190,3,4,PART,387,2.90E+12
91.69,0.21,0.92,0.94,0.97,31.15,FICA4splice,3190,3,4,RandomCommittee,1179,2.91E+12
92.01,0.21,0.92,0.93,0.96,31.25,FICA4splice,3190,3,4,J48,223,2.91E+12
92.63,0.19,0.93,0.98,0.99,31.48,FICA4splice,3190,3,4,LMT,20754,2.93E+12
93.13,0.19,0.93,0.97,0.99,31.64,FICA4splice,3190,3,4,RandomForest,7430,2.93E+12
89.94,0.26,0.9,0.85,0.92,30.53,FICA4splice,3190,3,4,RandomTree,123,2.93E+12
91.35,0.22,0.91,0.93,0.96,31.03,FICA4splice,3190,3,4,REPTree,87,2.93E+12
46.67,0.41,0.4,0.52,0.57,15.94,FICA4prnn-virus3,38,4,4,DecisionStump,0,2.94E+12
55.83,0.47,0.4,0.44,0.5,18.96,FICA4prnn-virus3,38,4,4,LibSVM,24,2.94E+12
65,0.29,0.62,0.88,0.83,22.18,FICA4prnn-virus3,38,4,4,MultilayerPerceptron,348,2.94E+12
57.5,0.38,0.52,0.81,0.77,19.63,FICA4prnn-virus3,38,4,4,Logistic,23,2.94E+12
62.5,0.35,0.57,0.88,0.85,21.33,FICA4prnn-virus3,38,4,4,SimpleLogistic,106,2.94E+12
65.83,0.37,0.57,0.61,0.66,22.37,FICA4prnn-virus3,38,4,4,SMO,223,2.94E+12
73.33,0.32,0.7,0.74,0.78,24.93,FICA4prnn-virus3,38,4,4,IBk,1,2.94E+12
78.33,0.26,0.74,0.92,0.93,26.67,FICA4prnn-virus3,38,4,4,KStar,6,2.94E+12
59.17,0.33,0.53,0.84,0.84,20.23,FICA4prnn-virus3,38,4,4,LWL,4,2.94E+12
51.67,0.37,0.43,0.65,0.7,17.67,FICA4prnn-virus3,38,4,4,BayesNet,4,2.94E+12
56.67,0.35,0.53,0.82,0.75,19.36,FICA4prnn-virus3,38,4,4,NaiveBayes,1,2.94E+12
56.67,0.35,0.53,0.82,0.75,19.36,FICA4prnn-virus3,38,4,4,NaiveBayesUpdateabl,1.00E+00,2.93E+12
58.33,0.37,0.5,0.74,0.79,19.92,FICA4prnn-virus3,38,4,4,AdaBoostM1,12,2.93E+12
60.83,0.34,0.54,0.85,0.85,20.78,FICA4prnn-virus3,38,4,4,Bagging,17,2.93E+12
55.83,0.39,0.4,0.44,0.5,18.98,FICA4prnn-virus3,38,4,4,Stacking,2,2.93E+12
66.67,0.35,0.63,0.86,0.82,22.71,FICA4prnn-virus3,38,4,4,LogitBoost,109,2.93E+12
55.83,0.39,0.4,0.44,0.5,18.98,FICA4prnn-virus3,38,4,4,Vote,1,2.93E+12
49.17,0.39,0.41,0.56,0.59,16.79,FICA4prnn-virus3,38,4,4,DecisionTable,14,2.93E+12
55,0.41,0.45,0.55,0.58,18.72,FICA4prnn-virus3,38,4,4,JRip,8,2.93E+12
53.33,0.48,0.44,0.49,0.54,18.13,FICA4prnn-virus3,38,4,4,OneR,2,2.93E+12
55.83,0.39,0.4,0.44,0.5,18.98,FICA4prnn-virus3,38,4,4,ZeroR,0,2.93E+12
56.67,0.38,0.51,0.68,0.72,19.33,FICA4prnn-virus3,38,4,4,PART,3,2.93E+12
66.67,0.33,0.65,0.79,0.82,22.72,FICA4prnn-virus3,38,4,4,RandomCommittee,32,2.93E+12
51.67,0.42,0.45,0.63,0.68,17.64,FICA4prnn-virus3,38,4,4,J48,1,2.93E+12
62.5,0.36,0.57,0.86,0.82,21.32,FICA4prnn-virus3,38,4,4,LMT,136,2.93E+12
67.5,0.33,0.64,0.86,0.84,23,FICA4prnn-virus3,38,4,4,RandomForest,141,2.94E+12
56.67,0.44,0.56,0.65,0.68,19.3,FICA4prnn-virus3,38,4,4,RandomTree,1,2.94E+12
43.33,0.43,0.37,0.53,0.53,14.81,FICA4prnn-virus3,38,4,4,REPTree,1,2.94E+12
67.79,0.47,0.67,0.63,0.68,23,FICA4sonar,208,2,4,DecisionStump,7,2.94E+12
53.38,0.68,0.37,0.5,0.5,18.07,FICA4sonar,208,2,4,LibSVM,101,2.94E+12
80.74,0.37,0.81,0.88,0.87,27.41,FICA4sonar,208,2,4,MultilayerPerceptron,1172,2.94E+12
75.48,0.41,0.75,0.85,0.83,25.63,FICA4sonar,208,2,4,Logistic,23,2.94E+12
77.88,0.41,0.78,0.86,0.84,26.44,FICA4sonar,208,2,4,SimpleLogistic,245,2.94E+12
76,0.48,0.76,0.71,0.76,25.76,FICA4sonar,208,2,4,SMO,42,2.94E+12
81.29,0.42,0.81,0.77,0.81,27.56,FICA4sonar,208,2,4,IBk,5,2.94E+12
77.95,0.4,0.78,0.87,0.86,26.47,FICA4sonar,208,2,4,KStar,329,2.94E+12
71.19,0.43,0.7,0.84,0.83,24.19,FICA4sonar,208,2,4,LWL,67,2.94E+12
77.45,0.4,0.77,0.83,0.85,26.3,FICA4sonar,208,2,4,BayesNet,5,2.94E+12
76.48,0.41,0.76,0.85,0.84,25.97,FICA4sonar,208,2,4,NaiveBayes,2,2.94E+12
76.48,0.41,0.76,0.85,0.84,25.97,FICA4sonar,208,2,4,NaiveBayesUpdateable,2,2.94E+12
75.52,0.41,0.75,0.81,0.83,25.65,FICA4sonar,208,2,4,AdaBoostM1,42,2.94E+12
77.4,0.38,0.77,0.9,0.89,26.31,FICA4sonar,208,2,4,Bagging,48,2.94E+12
53.38,0.5,0.37,0.5,0.5,18.13,FICA4sonar,208,2,4,Stacking,5,2.94E+12
72.19,0.41,0.72,0.85,0.84,24.54,FICA4sonar,208,2,4,LogitBoost,93,2.94E+12
53.38,0.5,0.37,0.5,0.5,18.13,FICA4sonar,208,2,4,Vote,1,2.94E+12
77.9,0.4,0.78,0.8,0.83,26.45,FICA4sonar,208,2,4,DecisionTable,57,2.94E+12
72.64,0.45,0.72,0.7,0.74,24.64,FICA4sonar,208,2,4,JRip,51,2.94E+12
60.12,0.63,0.59,0.57,0.6,20.36,FICA4sonar,208,2,4,OneR,3,2.94E+12
53.38,0.5,0.37,0.5,0.5,18.13,FICA4sonar,208,2,4,ZeroR,0,2.94E+12
73.05,0.41,0.72,0.79,0.82,24.82,FICA4sonar,208,2,4,PART,13,2.94E+12
78.86,0.41,0.79,0.83,0.85,26.77,FICA4sonar,208,2,4,RandomCommittee,65,2.94E+12
76,0.42,0.76,0.8,0.83,25.8,FICA4sonar,208,2,4,J48,10,2.94E+12
76.38,0.41,0.76,0.85,0.84,25.94,FICA4sonar,208,2,4,LMT,440,2.94E+12
82.24,0.35,0.82,0.92,0.91,27.93,FICA4sonar,208,2,4,RandomForest,433,2.94E+12
77.43,0.46,0.77,0.73,0.77,26.25,FICA4sonar,208,2,4,RandomTree,5,2.94E+12
71.19,0.45,0.7,0.73,0.76,24.17,FICA4sonar,208,2,4,REPTree,5,2.94E+12
28.32,0.2,0.16,0.18,0.67,9.93,FICA4primary-turmor,339,21,4,DecisionStump,5,2.94E+12
24.79,0.27,0.1,0.11,0.5,8.67,FICA4primary-turmor,339,21,4,LibSVM,708,2.94E+12
38.95,0.19,0.35,0.47,0.79,13.51,FICA4primary-turmor,339,21,4,MultilayerPerceptron,18066,2.96E+12
40.4,0.19,0.34,0.49,0.8,14,FICA4primary-turmor,339,21,4,Logistic,3270,2.96E+12
40.42,0.19,0.32,0.49,0.8,14.01,FICA4primary-turmor,339,21,4,SimpleLogistic,2928,2.96E+12
33.36,0.21,0.22,0.28,0.7,11.62,FICA4primary-turmor,339,21,4,SMO,6449,2.97E+12
32.74,0.24,0.31,0.31,0.67,11.39,FICA4primary-turmor,339,21,4,IBk,10,2.97E+12
35.1,0.21,0.32,0.45,0.76,12.22,FICA4primary-turmor,339,21,4,KStar,927,2.97E+12
31.02,0.2,0.2,0.47,0.79,10.87,FICA4primary-turmor,339,21,4,LWL,509,2.97E+12
29.78,0.2,0.19,0.23,0.71,10.43,FICA4primary-turmor,339,21,4,BayesNet,14,2.97E+12
38.64,0.19,0.34,0.47,0.78,13.41,FICA4primary-turmor,339,21,4,NaiveBayes,11,2.97E+12
38.64,0.19,0.34,0.47,0.78,13.41,FICA4primary-turmor,339,21,4,NaiveBayesUpdateable,11,2.97E+12
28.32,0.2,0.16,0.18,0.67,9.93,FICA4primary-turmor,339,21,4,AdaBoostM1,13,2.97E+12
37.47,0.19,0.32,0.46,0.78,13.02,FICA4primary-turmor,339,21,4,Bagging,159,2.97E+12
24.79,0.21,0.1,0.11,0.5,8.69,FICA4primary-turmor,339,21,4,Stacking,7,2.97E+12
34.5,0.2,0.31,0.45,0.78,12.03,FICA4primary-turmor,339,21,4,LogitBoost,752,2.97E+12
24.79,0.21,0.1,0.11,0.5,8.69,FICA4primary-turmor,339,21,4,Vote,1,2.97E+12
28.01,0.2,0.17,0.2,0.66,9.83,FICA4primary-turmor,339,21,4,DecisionTable,93,2.97E+12
34.24,0.2,0.23,0.24,0.63,11.89,FICA4primary-turmor,339,21,4,JRip,426,2.97E+12
27.16,0.26,0.2,0.17,0.56,9.49,FICA4primary-turmor,339,21,4,OneR,5,2.97E+12
24.79,0.21,0.1,0.11,0.5,8.69,FICA4primary-turmor,339,21,4,ZeroR,1,2.97E+12
32.15,0.23,0.29,0.32,0.65,11.19,FICA4primary-turmor,339,21,4,PART,170,2.97E+12
32.74,0.22,0.3,0.36,0.69,11.4,FICA4primary-turmor,339,21,4,RandomCommittee,244,2.97E+12
33.93,0.22,0.31,0.33,0.66,11.79,FICA4primary-turmor,339,21,4,J48,42,2.97E+12
40.71,0.19,0.32,0.48,0.8,14.11,FICA4primary-turmor,339,21,4,LMT,5578,2.98E+12
34.81,0.2,0.31,0.45,0.77,12.13,FICA4primary-turmor,339,21,4,RandomForest,1736,2.98E+12
31.25,0.25,0.29,0.28,0.63,10.88,FICA4primary-turmor,339,21,4,RandomTree,26,2.98E+12
35.12,0.2,0.27,0.32,0.71,12.21,FICA4primary-turmor,339,21,4,REPTree,19,2.98E+12
60.08,0.48,0.54,0.58,0.6,20.4,FICA4monk-problems-1,556,2,4,DecisionStump,5,2.99E+12
58.56,0.64,0.52,0.56,0.59,19.84,FICA4monk-problems-1,556,2,4,LibSVM,485,2.99E+12
68.73,0.44,0.68,0.77,0.77,23.35,FICA4monk-problems-1,556,2,4,MultilayerPerceptron,3146,2.99E+12
66.2,0.46,0.66,0.71,0.71,22.48,FICA4monk-problems-1,556,2,4,Logistic,56,2.99E+12
67.47,0.47,0.67,0.71,0.71,22.91,FICA4monk-problems-1,556,2,4,SimpleLogistic,624,2.99E+12
66.92,0.57,0.67,0.61,0.67,22.67,FICA4monk-problems-1,556,2,4,SMO,87,2.99E+12
72.86,0.52,0.73,0.67,0.71,24.68,FICA4monk-problems-1,556,2,4,IBk,21,2.99E+12
78.23,0.36,0.78,0.91,0.9,26.59,FICA4monk-problems-1,556,2,4,KStar,2609,2.99E+12
68.89,0.44,0.67,0.79,0.78,23.41,FICA4monk-problems-1,556,2,4,LWL,523,2.99E+12
67.27,0.45,0.67,0.68,0.72,22.84,FICA4monk-problems-1,556,2,4,BayesNet,12,2.99E+12
67.46,0.46,0.67,0.72,0.72,22.91,FICA4monk-problems-1,556,2,4,NaiveBayes,5,2.99E+12
67.46,0.46,0.67,0.72,0.72,22.91,FICA4monk-problems-1,556,2,4,NaiveBayesUpdateable,6,2.99E+12
67.63,0.46,0.67,0.67,0.71,22.96,FICA4monk-problems-1,556,2,4,AdaBoostM1,94,2.99E+12
90.84,0.28,0.91,0.97,0.97,30.84,FICA4monk-problems-1,556,2,4,Bagging,180,2.99E+12
49.64,0.5,0.33,0.5,0.5,16.88,FICA4monk-problems-1,556,2,4,Stacking,7,2.99E+12
70.88,0.44,0.71,0.75,0.76,24.07,FICA4monk-problems-1,556,2,4,LogitBoost,65,2.99E+12
49.64,0.5,0.33,0.5,0.5,16.88,FICA4monk-problems-1,556,2,4,Vote,2,2.99E+12
67.98,0.45,0.68,0.68,0.72,23.08,FICA4monk-problems-1,556,2,4,DecisionTable,62,2.99E+12
83.11,0.37,0.83,0.83,0.86,28.2,FICA4monk-problems-1,556,2,4,JRip,327,2.99E+12
69.44,0.55,0.69,0.64,0.69,23.53,FICA4monk-problems-1,556,2,4,OneR,6,2.99E+12
49.64,0.5,0.33,0.5,0.5,16.88,FICA4monk-problems-1,556,2,4,ZeroR,1,2.99E+12
81.85,0.36,0.81,0.84,0.87,27.79,FICA4monk-problems-1,556,2,4,PART,66,2.99E+12
96.22,0.17,0.96,0.98,0.99,32.68,FICA4monk-problems-1,556,2,4,RandomCommittee,181,2.99E+12
90.3,0.29,0.9,0.92,0.94,30.65,FICA4monk-problems-1,556,2,4,J48,49,2.99E+12
87.6,0.29,0.88,0.94,0.94,29.75,FICA4monk-problems-1,556,2,4,LMT,1106,2.99E+12
96.76,0.19,0.97,0.99,0.99,32.85,FICA4monk-problems-1,556,2,4,RandomForest,1274,2.99E+12
92.81,0.26,0.93,0.9,0.93,31.49,FICA4monk-problems-1,556,2,4,RandomTree,19,2.99E+12
87.77,0.31,0.88,0.91,0.92,29.79,FICA4monk-problems-1,556,2,4,REPTree,21,2.99E+12
91.27,0.17,0.89,0.86,0.71,30.93,FICA4page-blocks,5473,5,4,DecisionStump,72,2.99E+12
89.77,0.2,0.85,0.81,0.5,30.36,FICA4page-blocks,5473,5,4,LibSVM,7844,3.00E+12
94.94,0.12,0.94,0.97,0.96,32.26,FICA4page-blocks,5473,5,4,MultilayerPerceptron,54890,3.05E+12
95.45,0.12,0.95,0.98,0.97,32.43,FICA4page-blocks,5473,5,4,Logistic,4511,3.06E+12
95.43,0.12,0.95,0.98,0.97,32.43,FICA4page-blocks,5473,5,4,SimpleLogistic,22880,3.08E+12
91.59,0.32,0.89,0.85,0.61,30.96,FICA4page-blocks,5473,5,4,SMO,789,3.08E+12
95.91,0.13,0.96,0.94,0.89,32.55,FICA4page-blocks,5473,5,4,IBk,1800,3.08E+12
96.47,0.11,0.96,0.98,0.98,32.78,FICA4page-blocks,5473,5,4,KStar,277923,3.36E+12
91.27,0.16,0.89,0.94,0.91,31,FICA4page-blocks,5473,5,4,LWL,69222,3.43E+12
93.9,0.14,0.94,0.97,0.96,31.91,FICA4page-blocks,5473,5,4,BayesNet,213,3.43E+12
90.06,0.18,0.9,0.94,0.93,30.6,FICA4page-blocks,5473,5,4,NaiveBayes,74,3.43E+12
90.06,0.18,0.9,0.94,0.93,30.6,FICA4page-blocks,5473,5,4,NaiveBayesUpdateable,85,3.43E+12
91.27,0.17,0.89,0.91,0.89,30.99,FICA4page-blocks,5473,5,4,AdaBoostM1,512,3.43E+12
96.58,0.1,0.96,0.98,0.98,32.82,FICA4page-blocks,5473,5,4,Bagging,1897,3.43E+12
89.77,0.19,0.85,0.81,0.5,30.36,FICA4page-blocks,5473,5,4,Stacking,74,3.43E+12
95.78,0.11,0.96,0.98,0.98,32.55,FICA4page-blocks,5473,5,4,LogitBoost,2885,3.43E+12
89.77,0.19,0.85,0.81,0.5,30.36,FICA4page-blocks,5473,5,4,Vote,8,3.43E+12
94.81,0.13,0.94,0.96,0.95,32.21,FICA4page-blocks,5473,5,4,DecisionTable,969,3.44E+12
96.38,0.11,0.96,0.95,0.89,32.72,FICA4page-blocks,5473,5,4,JRip,6887,3.44E+12
91.54,0.18,0.9,0.86,0.69,31.02,FICA4page-blocks,5473,5,4,OneR,64,3.44E+12
89.77,0.19,0.85,0.81,0.5,30.36,FICA4page-blocks,5473,5,4,ZeroR,1,3.44E+12
96.09,0.11,0.96,0.96,0.95,32.64,FICA4page-blocks,5473,5,4,PART,786,3.44E+12
96.36,0.11,0.96,0.97,0.95,32.74,FICA4page-blocks,5473,5,4,RandomCommittee,3169,3.45E+12
96,0.12,0.96,0.96,0.94,32.61,FICA4page-blocks,5473,5,4,J48,589,3.45E+12
96.33,0.11,0.96,0.97,0.96,32.73,FICA4page-blocks,5473,5,4,LMT,140982,3.59E+12
97.04,0.1,0.97,0.98,0.98,32.98,FICA4page-blocks,5473,5,4,RandomForest,18314,3.60E+12
95.56,0.13,0.96,0.94,0.89,32.44,FICA4page-blocks,5473,5,4,RandomTree,327,3.60E+12
96.07,0.12,0.96,0.96,0.96,32.64,FICA4page-blocks,5473,5,4,REPTree,200,3.60E+12
90.74,0.27,0.86,0.89,0.78,30.75,FICA4sick-euthroid,3163,2,4,DecisionStump,37,3.60E+12
90.74,0.3,0.86,0.83,0.5,30.64,FICA4sick-euthroid,3163,2,4,LibSVM,2606,3.61E+12
92.03,0.24,0.91,0.94,0.88,31.23,FICA4sick-euthroid,3163,2,4,MultilayerPerceptron,17349,3.62E+12
91.12,0.25,0.89,0.94,0.88,30.91,FICA4sick-euthroid,3163,2,4,Logistic,427,3.62E+12
91.12,0.25,0.89,0.94,0.88,30.91,FICA4sick-euthroid,3163,2,4,SimpleLogistic,3970,3.63E+12
90.74,0.3,0.86,0.83,0.5,30.64,FICA4sick-euthroid,3163,2,4,SMO,165,3.63E+12
90.99,0.3,0.91,0.89,0.73,30.81,FICA4sick-euthroid,3163,2,4,IBk,593,3.63E+12
93.01,0.23,0.92,0.96,0.92,31.57,FICA4sick-euthroid,3163,2,4,KStar,94445,3.72E+12
90.74,0.26,0.86,0.94,0.87,30.78,FICA4sick-euthroid,3163,2,4,LWL,17462,3.74E+12
