Accuracy,RMSE,Fscore,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,runTime,CPUtime
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,ZeroR,0,5.64E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,PART,1,5.64E+12
55.56,0.49,0.51,0.63,0.47,18.85,FICA4post-operation,90,3,4,RandomCommittee,37,5.64E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,J48,1,5.64E+12
70,0.47,0.59,0.59,0.47,23.67,FICA4post-operation,90,3,4,LMT,1186,5.63E+12
64.44,0.41,0.58,0.7,0.56,21.86,FICA4post-operation,90,3,4,RandomForest,207,5.63E+12
61.11,0.5,0.57,0.63,0.53,20.71,FICA4post-operation,90,3,4,RandomTree,3,5.63E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,REPTree,2,5.63E+12
46,0.4,0.39,0.39,0.6,15.73,FICA4SWD,1000,4,4,DecisionStump,8,5.63E+12
39.9,0.55,0.23,0.33,0.5,13.62,FICA4SWD,1000,4,4,LibSVM,1419,5.63E+12
58.5,0.37,0.56,0.59,0.75,19.96,FICA4SWD,1000,4,4,MultilayerPerceptron,9002,5.64E+12
56.7,0.37,0.55,0.6,0.76,19.36,FICA4SWD,1000,4,4,Logistic,428,5.64E+12
57.2,0.37,0.56,0.6,0.76,19.53,FICA4SWD,1000,4,4,SimpleLogistic,2165,5.64E+12
58,0.38,0.56,0.51,0.72,19.78,FICA4SWD,1000,4,4,SMO,380,5.64E+12
55.9,0.38,0.56,0.58,0.73,19.08,FICA4SWD,1000,4,4,IBk,56,5.64E+12
57.5,0.38,0.57,0.59,0.74,19.62,FICA4SWD,1000,4,4,KStar,5509,5.65E+12
45.6,0.39,0.4,0.53,0.69,15.63,FICA4SWD,1000,4,4,LWL,984,5.65E+12
52,0.38,0.5,0.53,0.7,17.77,FICA4SWD,1000,4,4,BayesNet,20,5.65E+12
56,0.37,0.55,0.6,0.75,19.13,FICA4SWD,1000,4,4,NaiveBayes,10,5.65E+12
56,0.37,0.55,0.6,0.75,19.13,FICA4SWD,1000,4,4,NaiveBayesUpdateable,11,5.65E+12
46,0.4,0.39,0.39,0.6,15.73,FICA4SWD,1000,4,4,AdaBoostM1,15,5.65E+12
57,0.37,0.56,0.6,0.75,19.46,FICA4SWD,1000,4,4,Bagging,294,5.65E+12
39.9,0.41,0.23,0.33,0.5,13.66,FICA4SWD,1000,4,4,Stacking,14,5.65E+12
57.1,0.37,0.56,0.6,0.75,19.49,FICA4SWD,1000,4,4,LogitBoost,357,5.65E+12
39.9,0.41,0.23,0.33,0.5,13.66,FICA4SWD,1000,4,4,Vote,2,5.65E+12
52.3,0.38,0.51,0.53,0.71,17.87,FICA4SWD,1000,4,4,DecisionTable,129,5.65E+12
55.5,0.38,0.54,0.49,0.7,18.94,FICA4SWD,1000,4,4,JRip,419,5.65E+12
53.5,0.48,0.53,0.44,0.64,18.22,FICA4SWD,1000,4,4,OneR,8,5.65E+12
39.9,0.41,0.23,0.33,0.5,13.66,FICA4SWD,1000,4,4,ZeroR,0,5.65E+12
54.7,0.38,0.54,0.54,0.72,18.68,FICA4SWD,1000,4,4,PART,127,5.65E+12
55.9,0.38,0.56,0.57,0.73,19.08,FICA4SWD,1000,4,4,RandomCommittee,313,5.65E+12
53.8,0.38,0.53,0.53,0.71,18.38,FICA4SWD,1000,4,4,J48,58,5.65E+12
57.2,0.37,0.56,0.6,0.76,19.53,FICA4SWD,1000,4,4,LMT,5371,5.66E+12
56.2,0.38,0.56,0.58,0.73,19.18,FICA4SWD,1000,4,4,RandomForest,2438,5.66E+12
55.9,0.38,0.56,0.57,0.73,19.08,FICA4SWD,1000,4,4,RandomTree,30,5.66E+12
54.7,0.38,0.54,0.54,0.71,18.68,FICA4SWD,1000,4,4,REPTree,36,5.66E+12
68.99,0.39,0.61,0.59,0.77,23.46,FICA4SensorDiscrimination,2212,3,4,DecisionStump,24,5.66E+12
42.81,0.62,0.26,0.36,0.5,14.56,FICA4SensorDiscrimination,2212,3,4,LibSVM,6155,5.66E+12
97.11,0.13,0.97,0.99,0.99,32.99,FICA4SensorDiscrimination,2212,3,4,MultilayerPerceptron,14810,5.68E+12
95.25,0.16,0.95,0.99,0.99,32.36,FICA4SensorDiscrimination,2212,3,4,Logistic,817,5.68E+12
94.71,0.16,0.95,0.99,0.99,32.18,FICA4SensorDiscrimination,2212,3,4,SimpleLogistic,6879,5.69E+12
93.22,0.3,0.93,0.9,0.96,31.63,FICA4SensorDiscrimination,2212,3,4,SMO,364,5.69E+12
98.1,0.11,0.98,0.97,0.99,33.33,FICA4SensorDiscrimination,2212,3,4,IBk,258,5.69E+12
97.56,0.11,0.98,1,1,33.15,FICA4SensorDiscrimination,2212,3,4,KStar,48008,5.74E+12
84.36,0.29,0.83,0.92,0.95,28.67,FICA4SensorDiscrimination,2212,3,4,LWL,9413,5.74E+12
92.13,0.2,0.92,0.98,0.99,31.31,FICA4SensorDiscrimination,2212,3,4,BayesNet,71,5.74E+12
92.41,0.2,0.92,0.98,0.99,31.4,FICA4SensorDiscrimination,2212,3,4,NaiveBayes,24,5.74E+12
92.41,0.2,0.92,0.98,0.99,31.4,FICA4SensorDiscrimination,2212,3,4,NaiveBayesUpdateable,23,5.74E+12
77.62,0.34,0.76,0.84,0.93,26.4,FICA4SensorDiscrimination,2212,3,4,AdaBoostM1,381,5.75E+12
97.24,0.13,0.97,0.99,0.99,33.04,FICA4SensorDiscrimination,2212,3,4,Bagging,504,5.75E+12
42.81,0.46,0.26,0.36,0.5,14.62,FICA4SensorDiscrimination,2212,3,4,Stacking,25,5.75E+12
95.57,0.16,0.96,0.98,0.99,32.47,FICA4SensorDiscrimination,2212,3,4,LogitBoost,620,5.75E+12
42.81,0.46,0.26,0.36,0.5,14.62,FICA4SensorDiscrimination,2212,3,4,Vote,3,5.75E+12
93.26,0.2,0.93,0.97,0.99,31.68,FICA4SensorDiscrimination,2212,3,4,DecisionTable,353,5.75E+12
96.97,0.14,0.97,0.96,0.98,32.94,FICA4SensorDiscrimination,2212,3,4,JRip,1066,5.75E+12
73.74,0.42,0.73,0.64,0.8,25.04,FICA4SensorDiscrimination,2212,3,4,OneR,26,5.75E+12
42.81,0.46,0.26,0.36,0.5,14.62,FICA4SensorDiscrimination,2212,3,4,ZeroR,4,5.75E+12
96.88,0.14,0.97,0.97,0.98,32.91,FICA4SensorDiscrimination,2212,3,4,PART,235,5.75E+12
97.56,0.12,0.98,0.98,0.99,33.15,FICA4SensorDiscrimination,2212,3,4,RandomCommittee,696,5.75E+12
96.66,0.15,0.97,0.96,0.98,32.83,FICA4SensorDiscrimination,2212,3,4,J48,155,5.75E+12
96.97,0.13,0.97,0.98,0.99,32.94,FICA4SensorDiscrimination,2212,3,4,LMT,33195,5.78E+12
97.79,0.11,0.98,0.99,1,33.22,FICA4SensorDiscrimination,2212,3,4,RandomForest,4479,5.79E+12
96.34,0.16,0.96,0.94,0.97,32.72,FICA4SensorDiscrimination,2212,3,4,RandomTree,72,5.79E+12
96.02,0.15,0.96,0.96,0.98,32.62,FICA4SensorDiscrimination,2212,3,4,REPTree,57,5.79E+12
82.99,0.35,0.83,0.8,0.85,28.16,FICA4vote,435,2,4,DecisionStump,4,5.79E+12
61.38,0.62,0.47,0.53,0.5,20.75,FICA4vote,435,2,4,LibSVM,255,5.79E+12
91.51,0.25,0.91,0.98,0.98,31.08,FICA4vote,435,2,4,MultilayerPerceptron,2391,5.79E+12
93.57,0.21,0.94,0.98,0.98,31.78,FICA4vote,435,2,4,Logistic,69,5.79E+12
93.56,0.22,0.94,0.98,0.98,31.77,FICA4vote,435,2,4,SimpleLogistic,517,5.79E+12
93.56,0.25,0.94,0.91,0.93,31.75,FICA4vote,435,2,4,SMO,53,5.79E+12
88.99,0.33,0.89,0.89,0.92,30.19,FICA4vote,435,2,4,IBk,14,5.79E+12
90.14,0.27,0.9,0.97,0.97,30.61,FICA4vote,435,2,4,KStar,1489,5.79E+12
86.44,0.31,0.87,0.93,0.94,29.35,FICA4vote,435,2,4,LWL,296,5.79E+12
91.49,0.28,0.91,0.95,0.95,31.06,FICA4vote,435,2,4,BayesNet,11,5.79E+12
90.57,0.25,0.9,0.98,0.98,30.76,FICA4vote,435,2,4,NaiveBayes,5,5.79E+12
90.57,0.25,0.9,0.98,0.98,30.76,FICA4vote,435,2,4,NaiveBayesUpdateable,5,5.79E+12
90.12,0.26,0.9,0.96,0.96,30.61,FICA4vote,435,2,4,AdaBoostM1,74,5.79E+12
91.5,0.25,0.91,0.97,0.97,31.07,FICA4vote,435,2,4,Bagging,68,5.79E+12
61.38,0.49,0.47,0.53,0.5,20.8,FICA4vote,435,2,4,Stacking,7,5.79E+12
91.49,0.25,0.91,0.97,0.97,31.07,FICA4vote,435,2,4,LogitBoost,95,5.79E+12
61.38,0.49,0.47,0.53,0.5,20.8,FICA4vote,435,2,4,Vote,2,5.79E+12
91.95,0.26,0.92,0.94,0.95,31.21,FICA4vote,435,2,4,DecisionTable,52,5.79E+12
89.91,0.29,0.9,0.9,0.91,30.51,FICA4vote,435,2,4,JRip,84,5.79E+12
82.07,0.42,0.82,0.77,0.82,27.82,FICA4vote,435,2,4,OneR,3,5.79E+12
61.38,0.49,0.47,0.53,0.5,20.8,FICA4vote,435,2,4,ZeroR,1,5.79E+12
90.6,0.27,0.91,0.91,0.93,30.75,FICA4vote,435,2,4,PART,22,5.79E+12
90.36,0.27,0.9,0.93,0.95,30.68,FICA4vote,435,2,4,RandomCommittee,94,5.79E+12
91.04,0.28,0.91,0.91,0.92,30.9,FICA4vote,435,2,4,J48,15,5.79E+12
93.56,0.22,0.94,0.98,0.98,31.77,FICA4vote,435,2,4,LMT,953,5.79E+12
91.51,0.24,0.91,0.98,0.97,31.08,FICA4vote,435,2,4,RandomForest,582,5.79E+12
89.66,0.31,0.9,0.86,0.89,30.41,FICA4vote,435,2,4,RandomTree,8,5.79E+12
91.04,0.27,0.91,0.92,0.94,30.9,FICA4vote,435,2,4,REPTree,6,5.79E+12
72.78,0.41,0.61,0.71,0.69,24.69,FICA4spect-full,349,2,4,DecisionStump,3,5.80E+12
72.78,0.52,0.61,0.6,0.5,24.59,FICA4spect-full,349,2,4,LibSVM,146,5.80E+12
77.92,0.37,0.78,0.87,0.85,26.47,FICA4spect-full,349,2,4,MultilayerPerceptron,1996,5.80E+12
79.09,0.37,0.78,0.87,0.85,26.86,FICA4spect-full,349,2,4,Logistic,39,5.80E+12
77.66,0.37,0.76,0.87,0.85,26.38,FICA4spect-full,349,2,4,SimpleLogistic,483,5.80E+12
72.78,0.52,0.61,0.6,0.5,24.59,FICA4spect-full,349,2,4,SMO,51,5.80E+12
90.26,0.29,0.9,0.88,0.87,30.62,FICA4spect-full,349,2,48,5.80E+12,,
88,0.28,0.88,0.97,0.96,29.89,FICA4spect-full,349,2,4,KStar,965,5.80E+12
72.78,0.41,0.61,0.88,0.85,24.74,FICA4spect-full,349,2,4,LWL,177,5.80E+12
71.34,0.38,0.7,0.81,0.82,24.26,FICA4spect-full,349,2,4,BayesNet,8,5.80E+12
71.63,0.43,0.73,0.86,0.82,24.34,FICA4spect-full,349,2,4,NaiveBayes,4,5.80E+12
71.63,0.43,0.73,0.86,0.82,24.34,FICA4spect-full,349,2,4,NaiveBayesUpdateable,4,5.80E+12
72.5,0.39,0.62,0.79,0.8,24.64,FICA4spect-full,349,2,4,AdaBoostM1,61,5.80E+12
82.55,0.33,0.83,0.92,0.9,28.04,FICA4spect-full,349,2,4,Bagging,86,5.80E+12
72.78,0.45,0.61,0.6,0.5,24.61,FICA4spect-full,349,2,4,Stacking,6,5.80E+12
78.23,0.36,0.77,0.87,0.86,26.58,FICA4spect-full,349,2,4,LogitBoost,81,5.80E+12
72.78,0.45,0.61,0.6,0.5,24.61,FICA4spect-full,349,2,4,Vote,1,5.80E+12
72.78,0.45,0.61,0.6,0.5,24.61,FICA4spect-full,349,2,4,DecisionTable,45,5.80E+12
80.24,0.38,0.8,0.77,0.75,27.2,FICA4spect-full,349,2,4,JRip,98,5.80E+12
73.66,0.51,0.72,0.68,0.63,24.93,FICA4spect-full,349,2,4,OneR,4,5.80E+12
72.78,0.45,0.61,0.6,0.5,24.61,FICA4spect-full,349,2,4,ZeroR,1,5.80E+12
71.94,0.39,0.72,0.76,0.76,24.44,FICA4spect-full,349,2,4,PART,14,5.80E+12
88.82,0.29,0.89,0.93,0.92,30.15,FICA4spect-full,349,2,4,RandomCommittee,101,5.80E+12
71.37,0.4,0.71,0.76,0.75,24.24,FICA4spect-full,349,2,4,J48,8,5.80E+12
77.36,0.38,0.76,0.86,0.84,26.27,FICA4spect-full,349,2,4,LMT,922,5.80E+12
89.12,0.28,0.89,0.96,0.95,30.26,FICA4spect-full,349,2,4,RandomForest,678,5.80E+12
89.66,0.3,0.9,0.87,0.88,30.42,FICA4spect-full,349,2,4,RandomTree,10,5.80E+12
78.24,0.39,0.78,0.81,0.79,26.54,FICA4spect-full,349,2,4,REPTree,8,5.80E+12
62.94,0.48,0.52,0.54,0.51,21.32,FICA4monk-problems-2,510,2,4,DecisionStump,3,5.80E+12
63.73,0.6,0.5,0.54,0.5,21.54,FICA4monk-problems-2,510,2,4,LibSVM,314,5.80E+12
62.55,0.49,0.49,0.57,0.49,21.18,FICA4monk-problems-2,510,2,4,MultilayerPerceptron,2851,5.80E+12
63.73,0.48,0.5,0.57,0.5,21.58,FICA4monk-problems-2,510,2,4,Logistic,45,5.80E+12
63.73,0.5,0.5,0.54,0.5,21.58,FICA4monk-problems-2,510,2,4,SimpleLogistic,588,5.80E+12
63.73,0.6,0.5,0.54,0.5,21.54,FICA4monk-problems-2,510,2,4,SMO,53,5.80E+12
65.88,0.58,0.66,0.61,0.59,22.3,FICA4monk-problems-2,510,2,4,IBk,15,5.80E+12
61.96,0.52,0.61,0.59,0.57,21,FICA4monk-problems-2,510,2,4,KStar,2172,5.81E+12
64.71,0.48,0.55,0.58,0.5,21.91,FICA4monk-problems-2,510,2,4,LWL,373,5.81E+12
63.73,0.48,0.5,0.54,0.5,21.58,FICA4monk-problems-2,510,2,4,BayesNet,10,5.81E+12
63.73,0.48,0.5,0.57,0.49,21.58,FICA4monk-problems-2,510,2,4,NaiveBayes,7,5.81E+12
63.73,0.48,0.5,0.57,0.49,21.58,FICA4monk-problems-2,510,2,4,NaiveBayesUpdateable,4,5.81E+12
62.75,0.49,0.51,0.55,0.51,21.26,FICA4monk-problems-2,510,2,4,AdaBoostM1,85,5.81E+12
62.75,0.48,0.59,0.65,0.6,21.29,FICA4monk-problems-2,510,2,4,Bagging,173,5.81E+12
63.73,0.48,0.5,0.54,0.5,21.58,FICA4monk-problems-2,510,2,4,Stacking,7,5.81E+12
63.33,0.49,0.55,0.58,0.53,21.46,FICA4monk-problems-2,510,2,4,LogitBoost,96,5.81E+12
63.73,0.48,0.5,0.54,0.5,21.58,FICA4monk-problems-2,510,2,4,Vote,2,5.81E+12
63.73,0.48,0.5,0.54,0.5,21.58,FICA4monk-problems-2,510,2,4,DecisionTable,96,5.81E+12
62.55,0.48,0.5,0.54,0.5,21.19,FICA4monk-problems-2,510,2,4,JRip,117,5.81E+12
67.45,0.57,0.66,0.61,0.62,22.83,FICA4monk-problems-2,510,2,4,OneR,6,5.81E+12
63.73,0.48,0.5,0.54,0.5,21.58,FICA4monk-problems-2,510,2,4,ZeroR,1,5.81E+12
63.73,0.48,0.5,0.54,0.5,21.58,FICA4monk-problems-2,510,2,4,PART,5,5.81E+12
71.76,0.46,0.71,0.79,0.79,24.37,FICA4monk-problems-2,510,2,4,RandomCommittee,339,5.81E+12
63.73,0.48,0.5,0.54,0.5,21.58,FICA4monk-problems-2,510,2,4,J48,4,5.81E+12
63.73,0.5,0.5,0.54,0.5,21.58,FICA4monk-problems-2,510,2,4,LMT,3520,5.81E+12
71.18,0.46,0.71,0.72,0.7,24.14,FICA4monk-problems-2,510,2,4,RandomForest,1806,5.81E+12
74.12,0.51,0.74,0.69,0.72,25.11,FICA4monk-problems-2,510,2,4,RandomTree,35,5.81E+12
64.9,0.49,0.58,0.59,0.55,21.99,FICA4monk-problems-2,510,2,4,REPTree,22,5.81E+12
79.61,0.4,0.79,0.74,0.79,27,FICA4monk-problems-3,554,2,4,DecisionStump,5,5.81E+12
51.99,0.69,0.36,0.5,0.5,17.6,FICA4monk-problems-3,554,2,4,LibSVM,431,5.81E+12
86.11,0.34,0.86,0.86,0.86,29.21,FICA4monk-problems-3,554,2,4,MultilayerPerceptron,3082,5.82E+12
76.9,0.4,0.77,0.82,0.83,26.11,FICA4monk-problems-3,554,2,4,Logistic,57,5.82E+12
76.89,0.4,0.77,0.83,0.84,26.11,FICA4monk-problems-3,554,2,4,SimpleLogistic,649,5.82E+12
79.43,0.45,0.79,0.74,0.79,26.92,FICA4monk-problems-3,554,2,4,SMO,91,5.82E+12
96.92,0.15,0.97,0.97,0.98,32.92,FICA4monk-problems-3,554,2,4,IBk,19,5.82E+12
96.92,0.15,0.97,0.99,0.99,32.92,FICA4monk-problems-3,554,2,4,KStar,2668,5.82E+12
80.15,0.39,0.8,0.84,0.84,27.2,FICA4monk-problems-3,554,2,4,LWL,498,5.82E+12
82.14,0.33,0.82,0.9,0.91,27.91,FICA4monk-problems-3,554,2,4,BayesNet,14,5.82E+12
79.6,0.4,0.79,0.8,0.81,27,FICA4monk-problems-3,554,2,4,NaiveBayes,6,5.82E+12
79.6,0.4,0.79,0.8,0.81,27,FICA4monk-problems-3,554,2,4,NaiveBayesUpdateable,6,5.82E+12
79.43,0.36,0.79,0.88,0.89,26.99,FICA4monk-problems-3,554,2,4,AdaBoostM1,103,5.82E+12
92.43,0.25,0.92,0.97,0.97,31.38,FICA4monk-problems-3,554,2,4,Bagging,113,5.82E+12
51.99,0.5,0.36,0.5,0.5,17.66,FICA4monk-problems-3,554,2,4,Stacking,7,5.82E+12
82.84,0.34,0.83,0.9,0.91,28.14,FICA4monk-problems-3,554,2,4,LogitBoost,98,5.82E+12
51.99,0.5,0.36,0.5,0.5,17.66,FICA4monk-problems-3,554,2,4,Vote,1,5.82E+12
83.58,0.33,0.83,0.9,0.91,28.39,FICA4monk-problems-3,554,2,4,DecisionTable,72,5.82E+12
89.36,0.3,0.89,0.89,0.92,30.33,FICA4monk-problems-3,554,2,4,JRip,234,5.82E+12
79.78,0.45,0.8,0.74,0.8,27.04,FICA4monk-problems-3,554,2,4,OneR,5,5.82E+12
51.99,0.5,0.36,0.5,0.5,17.66,FICA4monk-problems-3,554,2,4,ZeroR,1,5.82E+12
88.25,0.29,0.88,0.9,0.93,29.96,FICA4monk-problems-3,554,2,4,PART,51,5.82E+12
95.85,0.2,0.96,0.95,0.97,32.54,FICA4monk-problems-3,554,2,4,RandomCommittee,146,5.82E+12
94.24,0.22,0.94,0.94,0.95,31.99,FICA4monk-problems-3,554,2,4,J48,32,5.82E+12
95.14,0.22,0.95,0.97,0.97,32.3,FICA4monk-problems-3,554,2,4,LMT,1090,5.82E+12
96.39,0.18,0.96,0.98,0.98,32.73,FICA4monk-problems-3,554,2,4,RandomForest,978,5.82E+12
94.04,0.22,0.94,0.93,0.95,31.92,FICA4monk-problems-3,554,2,4,RandomTree,15,5.82E+12
90.42,0.27,0.9,0.94,0.95,30.7,FICA4monk-problems-3,554,2,4,REPTree,11,5.82E+12
44.59,0.3,0.37,0.38,0.6,15.3,FICA4RedWhiteWine,6497,7,4,DecisionStump,114,5.83E+12
43.65,0.4,0.27,0.33,0.5,14.92,FICA4RedWhiteWine,6497,7,4,LibSVM,45732,5.88E+12
45.64,0.3,0.43,0.44,0.64,15.66,FICA4RedWhiteWine,6497,7,4,MultilayerPerceptron,90231,5.97E+12
47.07,0.3,0.4,0.42,0.63,16.13,FICA4RedWhiteWine,6497,7,4,Logistic,8110,5.97E+12
46.85,0.3,0.4,0.42,0.63,16.06,FICA4RedWhiteWine,6497,7,4,SimpleLogistic,20121,5.99E+12
46.5,0.32,0.4,0.39,0.61,15.93,FICA4RedWhiteWine,6497,7,4,SMO,2723,6.00E+12
56.61,0.35,0.56,0.47,0.68,19.31,FICA4RedWhiteWine,6497,7,4,IBk,2495,6.00E+12
61.77,0.27,0.6,0.67,0.79,21.1,FICA4RedWhiteWine,6497,7,4,KStar,388098,6.39E+12
44.76,0.3,0.37,0.43,0.64,15.36,FICA4RedWhiteWine,6497,7,4,LWL,105867,6.49E+12
44.45,0.3,0.38,0.4,0.61,15.25,FICA4RedWhiteWine,6497,7,4,BayesNet,204,6.49E+12
43.13,0.34,0.3,0.37,0.58,14.79,FICA4RedWhiteWine,6497,7,4,NaiveBayes,131,6.49E+12
43.13,0.34,0.3,0.37,0.58,14.79,FICA4RedWhiteWine,6497,7,4,NaiveBayesUpdateable,130,6.49E+12
44.59,0.3,0.37,0.38,0.6,15.3,FICA4RedWhiteWine,6497,7,4,AdaBoostM1,153,6.49E+12
54.84,0.29,0.53,0.55,0.72,18.76,FICA4RedWhiteWine,6497,7,4,Bagging,4294,6.49E+12
43.65,0.31,0.27,0.33,4.95,17.88,FICA4RedWhiteWine,6497,7,4,Stacking,89,6.49E+12
48.93,0.3,0.44,0.45,0.65,16.76,FICA4RedWhiteWine,6497,7,4,LogitBoost,4736,6.49E+12
43.65,0.31,0.27,0.33,0.5,14.95,FICA4RedWhiteWine,6497,7,4,Vote,11,6.49E+12
46.25,0.3,0.41,0.41,0.63,15.86,FICA4RedWhiteWine,6497,7,4,DecisionTable,940,6.49E+12
47.08,0.31,0.4,0.37,0.57,16.11,FICA4RedWhiteWine,6497,7,4,JRip,6183,6.50E+12
46.5,0.39,0.44,0.37,0.57,15.89,FICA4RedWhiteWine,6497,7,4,OneR,86,6.50E+12
43.65,0.31,0.27,0.33,0.5,14.95,FICA4RedWhiteWine,6497,7,4,ZeroR,10,6.50E+12
49.42,0.31,0.48,0.47,0.66,16.92,FICA4RedWhiteWine,6497,7,4,PART,20740,6.52E+12
59.09,0.28,0.58,0.66,0.78,20.2,FICA4RedWhiteWine,6497,7,4,RandomCommittee,5873,6.52E+12
50.05,0.32,0.49,0.47,0.66,17.13,FICA4RedWhiteWine,6497,7,4,J48,2234,6.53E+12
49.24,0.31,0.47,0.47,0.67,16.86,FICA4RedWhiteWine,6497,7,4,LMT,70051,6.60E+12
61.03,0.27,0.6,0.69,0.79,20.85,FICA4RedWhiteWine,6497,7,4,RandomForest,38613,6.63E+12
56.12,0.35,0.56,0.46,0.67,19.15,FICA4RedWhiteWine,6497,7,4,RandomTree,651,6.63E+12
50.33,0.31,0.48,0.48,0.67,17.23,FICA4RedWhiteWine,6497,7,4,REPTree,461,6.63E+12
40.27,0.34,0.27,0.34,0.67,13.87,FICA4solar-flare,323,6,4,DecisionStump,2,6.63E+12
27.26,0.49,0.12,0.22,0.5,9.42,FICA4solar-flare,323,6,4,LibSVM,227,6.63E+12
68.09,0.27,0.65,0.72,0.87,23.23,FICA4solar-flare,323,6,4,MultilayerPerceptron,4047,6.64E+12
65.3,0.27,0.62,0.72,0.88,22.31,FICA4solar-flare,323,6,4,Logistic,238,6.64E+12
64.37,0.27,0.61,0.72,0.88,21.99,FICA4solar-flare,323,6,4,SimpleLogistic,980,6.64E+12
65.9,0.33,0.63,0.59,0.82,22.46,FICA4solar-flare,323,6,4,SMO,786,6.64E+12
65.03,0.31,0.63,0.66,0.84,22.18,FICA4solar-flare,323,6,4,IBk,8,6.64E+12
62.85,0.3,0.62,0.7,0.85,21.47,FICA4solar-flare,323,6,4,KStar,695,6.64E+12
64.99,0.3,0.61,0.69,0.85,22.18,FICA4solar-flare,323,6,4,LWL,172,6.64E+12
59.06,0.28,0.57,0.67,0.85,20.21,FICA4solar-flare,323,6,4,BayesNet,11,6.64E+12
60.07,0.3,0.58,0.69,0.84,20.54,FICA4solar-flare,323,6,4,NaiveBayes,5,6.64E+12
60.07,0.3,0.58,0.69,0.84,20.54,FICA4solar-flare,323,6,4,NaiveBayesUpdateable,5,6.64E+12
40.27,0.34,0.27,0.34,0.67,13.87,FICA4solar-flare,323,6,4,AdaBoostM1,7,6.64E+12
68.7,0.27,0.67,0.72,0.88,23.44,FICA4solar-flare,323,6,4,Bagging,86,6.64E+12
27.26,0.36,0.12,0.22,0.5,9.47,FICA4solar-flare,323,6,4,Stacking,5,6.64E+12
66.5,0.27,0.65,0.73,0.88,22.7,FICA4solar-flare,323,6,4,LogitBoost,309,6.64E+12
27.26,0.36,0.12,0.22,0.5,9.47,FICA4solar-flare,323,6,4,Vote,2,6.64E+12
64.98,0.29,0.62,0.64,0.84,22.18,FICA4solar-flare,323,6,4,DecisionTable,52,6.64E+12
65.92,0.28,0.63,0.61,0.84,22.49,FICA4solar-flare,323,6,4,JRip,157,6.64E+12
56.93,0.38,0.53,0.47,0.72,19.42,FICA4solar-flare,323,6,4,OneR,3,6.64E+12
27.26,0.36,0.12,0.22,0.5,9.47,FICA4solar-flare,323,6,4,ZeroR,1,6.64E+12
64.98,0.29,0.63,0.63,0.81,22.17,FICA4solar-flare,323,6,4,PART,45,6.64E+12
64.69,0.29,0.63,0.68,0.84,22.08,FICA4solar-flare,323,6,4,RandomCommittee,117,6.64E+12
63.75,0.3,0.62,0.62,0.81,21.76,FICA4solar-flare,323,6,4,J48,25,6.64E+12
64.37,0.28,0.61,0.71,0.87,21.99,FICA4solar-flare,323,6,4,LMT,2372,6.64E+12
66.88,0.27,0.66,0.71,0.86,22.82,FICA4solar-flare,323,6,4,RandomForest,793,6.64E+12
62.53,0.33,0.61,0.59,0.79,21.33,FICA4solar-flare,323,6,4,RandomTree,11,6.64E+12
64.66,0.28,0.62,0.63,0.85,22.08,FICA4solar-flare,323,6,4,REPTree,10,6.64E+12
